mode,time,x,y,theta,linear_vel,angular_vel,pos_err,ang_err,err_it,err_ct,leader_x,leader_y,hdg_to_leader
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.793128687512691,-15.833004697416712,-2.2874490508270386
4,0.906360018,-13.088029878460887,-19.618613716641256,4.664392425954846,0.4,0.4,0.0,3.189589208019637,13.088029878460887,19.618613716641256,-13.791967914893183,-15.817407656444692,1.753909938936232
4,0.993505161,-13.049107761407939,-19.705372747297393,4.664392425954846,0.4,0.4,0.0,3.189589208019637,13.049107761407939,19.705372747297393,-13.791555195990819,-15.856340012334602,1.7613479759093371
4,1.067301562,-13.020473428050202,-19.745076571459702,4.664392425954846,0.4,0.4,0.0,3.189589208019637,13.020473428050202,19.745076571459702,-13.79122502036645,-15.887485897362565,1.7680008118731827
4,1.164370268,-12.997565961866496,-19.776839630157482,4.664392425954846,0.4,0.4,0.0,3.189589208019637,12.997565961866496,19.776839630157482,-13.790960880369433,-15.912402604752865,1.773289262847216
4,1.265760329,-12.979239988668285,-19.802250077431736,4.67530073377981,0.4,0.4,0.0,3.1786809001946725,12.979239988668285,19.802250077431736,-13.790749568371819,-15.932335971297176,1.7774983510960611
4,1.365123851,-12.964579210109719,-19.82257843556718,4.704753164907215,0.4,0.4,0.0,3.1492284690672676,12.964579210109719,19.82257843556718,-13.79058051852249,-15.948282663900555,1.7808517386194147
4,1.466771663,-12.952850587765345,-19.838841122075532,-1.5598880189699322,0.4,0.4,0.0,3.130684345764829,12.952850587765345,19.838841122075532,-13.790445279145503,-15.96104001829929,1.7835255581528395
4,1.568823361,-12.943467689889845,-19.851851271282214,-1.519527280017563,0.4,0.4,0.0,3.0903236068124595,12.943467689889845,19.851851271282214,-13.790337086890199,-15.971245902134317,1.785658921323778
4,1.664094425,-12.935961371840683,-19.86225939064756,-1.4780757102826971,0.4,0.4,0.0,3.0488720370775937,12.935961371840683,19.86225939064756,-13.79025053383967,-15.979410609202336,1.7873619678714157
4,1.76512647,-12.929956316647637,-19.870585885507765,-1.4333516482003432,0.4,0.4,0.0,3.00414797499524,12.929956316647637,19.870585885507765,-13.790181291148008,-15.98594237454072,1.788722072546351
4,1.862955951,-12.9251522724932,-19.87724708139593,-1.3820826014230096,0.4,0.4,0.0,2.952878928217906,12.9251522724932,19.87724708139593,-13.790125896743442,-15.991167787127457,1.78980866309697
4,1.964795321,-12.9251522724932,-19.87724708139593,-1.3384493701231515,0.4,0.4,0.0,2.909245696918048,12.9251522724932,19.87724708139593,-13.790081581973505,-15.950870145861236,1.7876202475799143
4,2.067222544,-12.918234448860565,-19.806778857251423,-1.2904528156933068,0.4,0.4,0.0,2.8612491424882034,12.918234448860565,19.806778857251423,-13.790046129655074,-15.918632032848258,1.7913710216091339
4,2.162352761,-12.915774778766023,-19.781723488719383,-1.242456261263463,0.4,0.4,0.0,2.8132525880583596,12.915774778766023,19.781723488719383,-13.790017767297854,-15.892841542437875,1.7919258631687356
4,2.264652362,-12.913807041936668,-19.761679193893748,-1.174824752748683,0.4,0.4,0.0,2.7456210795435796,12.913807041936668,19.761679193893748,-13.789995077914558,-15.872209150741638,1.7923694861812036
4,2.364924042,-12.912232853226907,-19.745643757875225,-1.1530081370987535,0.4,0.4,0.0,2.72380446389365,12.912232853226907,19.745643757875225,-13.78997692590544,-15.85570323738465,1.7927242239179364
4,2.463922467,-12.910973502007852,-19.73281540937644,-1.1082840750163996,0.4,0.4,0.0,2.679080401811296,12.910973502007852,19.73281540937644,-13.789962404298148,-15.842498506225004,1.7930079114829987
4,2.566659778,-12.909966021535093,-19.72255273010336,-1.0635600129340448,0.4,0.4,0.0,2.6343563397289413,12.909966021535093,19.72255273010336,-13.789950787012314,-15.831934721455307,1.7932347957548895
4,2.664848278,-12.909160037156882,-19.714342586684896,-1.0177451200691934,0.4,0.4,0.0,2.58854144686409,12.909160037156882,19.714342586684896,-13.789941493686126,-15.823483693797568,1.7934162612604343
4,2.765500305,-12.908515248900596,-19.707774472582198,-0.9697485656393496,0.4,0.4,0.0,2.540544892434246,12.908515248900596,19.707774472582198,-13.78993405952765,-15.816722871829393,1.793561407037508
