mode,time,x,y,theta,linear_vel,angular_vel,pos_err,ang_err,err_it,err_ct,leader_x,leader_y,hdg_to_leader
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0777063576342225,2.8909304601222194,1.213965693070981
4,0.242161596,-2.2992489377885246,-1.3343391163658225,0.02181661564992865,0.4,0.20476761235856014,0.0,0.5119190308964003,-2.2992489377885246,1.3343391163658225,1.0743174591848315,2.890957986769807,0.8970188650358324
4,0.331344102,-2.2990626290842986,-1.3343391163658225,0.02181661564992865,0.4,0.20476761235856014,0.0,0.5119190308964003,-2.2990626290842986,1.3343391163658225,1.0716063404253187,2.890980008087877,0.8974403203860497
4,0.430924276,-2.29891358161844,-1.3343391163658225,0.02181661564992865,0.4,0.20476761235856014,0.0,0.5119190308964003,-2.29891358161844,1.3343391163658225,1.0694374454177085,2.890997625458368,0.8977776857836384
4,0.52630657,-2.298794343645753,-1.3343391163658225,0.01963495408493543,0.4,0.20564027698455745,0.0,0.5141006924613936,-2.298794343645753,1.3343391163658225,1.0677023294116204,2.8910117190387252,0.8980477067583212
4,0.624220528,-2.2986989532676034,-1.3343391163658225,0.016362461737447376,0.4,0.20694927392355267,0.0,0.5173731848088816,-2.2986989532676034,1.3343391163658225,1.0663142371092276,2.8910229935869767,0.8982638058168311
4,0.724422202,-2.2986226394576503,-1.3343391163658225,0.020725784867433816,0.4,0.2052039446715581,0.0,0.5130098616788952,-2.2986226394576503,1.3343391163658225,1.0652037625135966,2.8910320132255776,0.8984367381319451
4,0.826212983,-2.298561588409688,-1.3343391163658225,0.040360738952369246,0.4,0.1973499630375839,0.0,0.49337490759395974,-2.298561588409688,1.3343391163658225,1.0643153830883307,2.8910392298845635,0.8985751178175665
4,0.927614506,-2.2985127475713183,-1.3343391163658225,0.06763150851477917,0.4,0.18644165521261993,0.0,0.4661041380315498,-2.2985127475713183,1.3343391163658225,1.063604679799357,2.891045002263647,0.8986858430303641
4,1.028097241,-2.2985127475713183,-1.3343391163658225,0.10799224746714842,0.4,0.17029735963167225,0.0,0.4257433990791806,-2.2985127475713183,1.3343391163658225,1.063036117419417,2.891049621115019,0.898768774129155
4,1.12856691,-2.298473674900622,-1.4010560731322186,0.1450804940720296,0.4,0.16613677407234315,0.0,0.4153419351808578,-2.298473674900622,1.4010560731322186,1.0625812670129868,2.8910533155640468,0.9064594002974316
4,1.229285699,-2.298417412465722,-1.49712848980131,0.18325957145940563,0.4,0.16623672978444737,0.0,0.4155918244611184,-2.298417412465722,1.49712848980131,1.0622173864366042,2.891056271281286,0.9172362665570297
4,1.328687687,-2.2983974088260566,-1.5312875709325036,0.22143864884678166,0.4,0.15643055181048793,0.0,0.39107637952621976,-2.2983974088260566,1.5312875709325036,1.0619262822267368,2.891058636013095,0.9210204026201909
