mode,time,x,y,theta,linear_vel,angular_vel,pos_err,ang_err,err_it,err_ct,leader_x,leader_y,hdg_to_leader
4,0.057775854,3.889495633360974,2.891908259738403,2.7063511713737074,0.4,-0.4,0.0,-4.277147498168604,0.0004956333612913255,-2.891908259738403,0.0,0.0,0.0
4,0.151217035,3.88948854465596,2.891740227094824,2.7063511713737074,0.4,-0.4,0.0,-4.277147498168604,0.0004885446562772344,-2.891740227094824,0.0,0.0,0.0
4,0.247864136,3.889482872938233,2.891605800031855,2.705260340591211,0.4,-0.4,0.0,-4.276056667386108,0.0004828729385502051,-2.891605800031855,0.0,0.0,0.0
4,0.348476328,3.8894783355640508,2.891498258855533,2.7063511713737074,0.4,-0.4,0.0,-4.277147498168604,0.0004783355643680487,-2.891498258855533,0.0,0.0,0.0
4,0.454171031,3.8894747064184214,2.8914122254404226,2.7063511713737074,0.4,-0.4,0.0,-4.277147498168604,0.0004747064187387018,-2.8914122254404226,0.0,0.0,0.0
4,0.807278994,3.8894718033531577,2.8913433993404047,2.7063511713737074,0.4,-0.4,0.0,-4.277147498168604,0.0004718033534749644,-2.8913433993404047,0.0,0.0,0.0
4,0.882882498,3.803190835739539,2.8912090497060086,2.7063511713737074,0.4,-0.4,0.0,-4.277147498168604,0.0001908357398470173,-2.8912090497060086,0.0,0.0,0.0
4,0.941676077,3.785085976623868,2.8911808585948555,2.7074420021562036,0.4,-0.4,0.0,-4.2782383289511,8.597662417386687e-05,-2.8911808585948555,0.0,0.0,0.0
4,1.043213388,3.7706020890800933,2.8911583055479158,2.7063511713737074,0.4,-0.4,0.0,-4.277147498168604,-0.00039791091960239555,-2.8911583055479158,0.0,0.0,0.0
4,1.143109867,3.759014979547551,2.891140263110364,2.7019878482437214,0.4,-0.4,0.0,-4.272784175038618,1.4979547854121478e-05,-2.891140263110364,0.0,0.0,0.0
4,1.241990074,3.7497452924239942,2.8911258297923923,2.6856253865062745,0.4,-0.4,0.0,-4.256421713301171,-0.0002547075757037831,-2.8911258297923923,0.0,0.0,0.0
4,1.34223529,3.742329542222671,2.891114282663963,2.650718801466388,0.4,-0.4,0.0,-4.221515128261284,0.00032954222297210123,-2.891114282663963,0.0,0.0,0.0
4,1.443114102,3.7363969418103746,2.8911050449612192,2.598358923906558,0.4,-0.4,0.0,-4.169155250701454,0.0003969418106750666,-2.8911050449612192,0.0,0.0,0.0
4,1.544926099,3.7316508622342535,2.8910976552730765,2.5296365846092814,0.4,-0.4,0.0,-4.100432911404178,-0.00034913776544653885,-2.8910976552730765,0.0,0.0,0.0
4,1.646707137,3.7316508622342535,2.8910976552730765,2.4565509221820188,0.4,-0.4,0.0,-4.027347248976915,-0.00034913776544653885,-2.8910976552730765,0.0,0.0,0.0
